location_id,city,neighbourhood,country,lat,lon,expected_class,osm_element_count,F01_poi_density,F02_land_use_entropy,F03_retail_gf_ratio,F04_work_residential_ratio,F05_housing_in_between,F06_residential_density,F07_housing_diversity,F08_public_private_gradient,F09_street_cafe_density,F10_market_cluster,F12_gamma_index,F13_pedestrian_count,F14_shop_variety,F15_night_economy,F16_transit_access,F17_civic_presence,F18_healthcare_access,F19_education_scatter,F20_industrial_ribbon,F21_home_workshop_density,F22_intersection_density,F23_height_mix,F25_promenade_score,F26_density_gradient,F27_food_stand_density,F28_workspace_cluster,F29_gini_simpson,F30_green_space_ratio
529,Tokyo,Funabashi Market,Japan,35.6539857,139.6218325,Medium,4073,2025.74,0.6742,0.0447,0.9675,0.0044,61.18,0.6667,0.0096,0.0,1,0.9044,95.49,0.0,0.0,56,1,8,1,0.0,2.9842,516.26,0.0053,0.4775,0.0,5.9683,7.4604,0.8012,0.0091
530,Berlin,Prenzlauer Berg,Germany,52.5398466,13.4285652,High,7576,3767.99,0.4822,0.5105,0.5572,0.0145,704.26,0.5,0.0292,0.0,1,0.9307,806.22,0.0,0.0,9,1,54,1,0.022,29.8416,1429.41,0.0199,0.5,0.0,20.3917,118.8688,0.6102,0.0107
531,Berlin,Kreuzberg Bergmannstrasse,Germany,52.4895389,13.3888023,High,6920,3441.73,0.5615,0.2767,0.3367,0.0519,746.04,0.5,0.0228,0.0,1,0.9294,752.5,0.0,0.0,67,1,27,2,0.0215,9.9472,1187.2,0.0173,0.5,0.0,24.3706,56.2016,0.6271,0.0121
532,Berlin,Neukölln Reuterkiez,Germany,52.4920006,13.4262918,High,9291,4620.96,0.4582,0.3151,0.3537,0.0219,848.0,0.8333,0.0304,0.0,1,0.9057,708.74,0.0,0.0,61,1,28,1,0.0132,15.9155,1448.81,0.0186,0.5,0.0,40.7835,48.2438,0.535,0.0084
533,Berlin,Friedrichshain Boxhagener Platz,Germany,52.5070127,13.4543002,High,6319,3142.81,0.5335,0.5497,0.6241,0.1028,482.94,0.6667,0.0385,0.0,1,0.9414,600.81,0.0,0.0,44,1,16,6,0.0235,18.4023,1077.28,0.0255,0.5,0.0,37.7993,63.1646,0.6647,0.0098
534,Berlin,Schöneberg Akazienstrasse,Germany,52.482157,13.3551901,High,6603,3284.06,0.5892,0.3779,0.4951,0.1021,556.54,0.5,0.0207,0.0,1,0.9259,886.29,0.0,0.0,56,1,28,1,0.0199,21.3864,1171.28,0.0235,0.5,0.0,26.8574,81.5669,0.6564,0.0117
535,Berlin,Wedding Leopoldplatz,Germany,52.548949,13.3481653,Medium,6314,3140.33,0.5166,0.2055,0.2722,0.0279,656.02,0.8333,0.0139,0.0,1,0.9235,759.47,0.0,0.0,55,1,29,5,0.0206,10.4445,1331.93,0.021,0.5,0.0,22.8785,39.7887,0.5824,0.0125
536,Berlin,Tempelhof Feld Area,Germany,52.4649016,13.3959089,Medium,3256,1619.4,0.5815,0.1013,0.3003,0.1013,185.51,0.5,0.0074,0.0,1,0.8895,398.88,0.0,0.0,45,1,8,0,0.1186,0.9947,547.59,0.0232,0.5,0.0,10.4445,13.4287,0.6808,0.0086
537,Berlin,Reinickendorf Market,Germany,52.6047631,13.2952872,Medium,3445,1713.4,0.3776,0.0041,0.0121,0.0007,327.76,1.0,0.0009,0.0,1,0.9172,221.82,0.0,0.0,14,0,0,0,0.0241,0.0,435.19,0.0081,0.5,0.0,0.4974,0.4974,0.4285,0.0049
538,Berlin,Spandau Old Town,Germany,52.535788,13.1977924,Medium,4544,2260.0,0.5634,0.1626,0.2996,0.0498,383.46,0.5,0.0139,0.0,1,0.9299,623.69,0.0,0.0,82,1,14,1,0.0652,2.4868,1013.62,0.0156,0.5,0.0,22.8785,12.9313,0.7116,0.0128
539,Berlin,Lichtenberg Market,Germany,52.5321606,13.5118927,Medium,2834,1409.52,0.527,0.0567,0.1884,0.0871,102.95,0.8333,0.0014,0.0,1,0.9173,452.6,0.0,0.0,2,1,1,0,0.0916,0.0,951.95,0.0462,0.5,0.0,1.4921,2.9842,0.5783,0.018
540,Berlin,Marzahn Socialist Housing,Germany,52.5429481,13.563142,Low,5687,2828.48,0.4592,0.0611,0.1089,0.0382,296.92,0.8333,0.0019,0.0,1,0.9147,1152.88,0.0,0.0,24,1,0,0,0.0195,1.9894,1996.9,0.0314,0.5,0.0,3.4815,4.9736,0.5323,0.0246
541,Berlin,Hellersdorf Residential,Germany,52.5366956,13.6048728,Low,5405,2688.23,0.5238,0.1442,0.2041,0.0476,241.22,0.6667,0.0026,0.0,1,0.9653,1051.42,0.0,0.0,26,1,8,4,0.0182,1.4921,1608.46,0.0395,0.5,0.0,7.9577,12.9313,0.6225,0.0289
542,Berlin,Adlershof Science Park,Germany,52.4378932,13.5475496,Low,4529,2252.54,0.5843,0.0741,0.1198,0.0338,631.15,0.8333,0.0064,0.0,1,1.0,510.79,0.0,0.0,25,1,19,1,0.0503,6.4657,861.92,0.0143,0.5,0.0,7.9577,23.3759,0.6912,0.0042
543,Berlin,Siemensstadt Industrial,Germany,52.5398082,13.2568934,Low,2314,1150.89,0.7314,0.0704,0.1356,0.111,157.66,0.6667,0.0043,0.0,1,0.8407,319.3,0.0,0.0,33,1,2,0,0.1239,0.4974,559.53,0.0379,0.5,0.0,1.9894,6.4657,0.7875,0.0182
544,Berlin,Tegel Airport Area,Germany,52.5873891,13.2790461,Low,3339,1660.68,0.7506,0.255,0.5926,0.0383,201.43,0.8333,0.0192,0.0,1,0.9313,471.99,0.0,0.0,32,1,13,2,0.0816,2.4868,783.84,0.0366,0.5,0.0,10.9419,9.9472,0.8113,0.0147
545,Berlin,Mahlsdorf Residential,Germany,52.5086995,13.6131624,Low,3260,1621.39,0.6216,0.0397,0.1741,0.0406,245.7,0.8333,0.0015,0.0,1,0.953,206.4,0.0,0.0,36,1,7,0,0.1185,1.9894,528.69,0.0148,0.5,0.0,4.9736,10.4445,0.7245,0.0113
546,Berlin,Grünau Residential,Germany,52.4154272,13.5805633,Low,2071,1030.03,0.7423,0.0515,0.1635,0.0148,185.51,0.8333,0.0058,0.0,1,0.8286,148.71,0.0,0.0,17,1,5,0,0.0909,2.9842,440.16,0.0226,0.5,0.0,3.4815,4.9736,0.7809,0.0097
547,Berlin,Potsdam Babelsberg Market,Germany,52.3954214,13.1315417,Medium,2006,997.7,0.5469,0.0667,0.0943,0.0321,226.8,1.0,0.0055,0.0,1,0.859,129.81,0.0,0.0,20,1,0,4,0.012,3.4815,214.36,0.0396,0.5,0.0,0.4974,17.4076,0.6338,0.011
548,Berlin,Cottbus Market,Germany,52.4678088,13.5269831,Medium,2087,1037.99,0.4816,0.0763,0.1266,0.0139,200.44,0.8333,0.0053,0.0,1,0.9539,306.37,0.0,0.0,3,0,6,0,0.0091,2.9842,717.19,0.0458,0.5,0.0,2.4868,8.4551,0.6002,0.0158
549,Berlin,Erfurt Anger Market,Germany,52.5260734,13.4880186,Medium,3172,1577.62,0.6597,0.1214,0.2414,0.0868,230.77,0.8333,0.0082,0.0,1,0.8934,366.06,0.0,0.0,21,1,15,4,0.1302,2.9842,794.78,0.0327,0.5,0.0,2.9842,18.8996,0.7356,0.0154
550,Melbourne,Fitzroy Smith Street,Australia,-37.8031842,144.9839108,High,6916,3439.74,0.6338,0.1973,0.654,0.1765,458.57,0.6667,0.0318,0.0,1,0.9895,544.11,0.0,0.0,27,1,9,4,0.1333,10.9419,1551.76,0.0066,0.5,0.0,13.9261,40.2861,0.7573,0.011
551,Melbourne,Brunswick Sydney Road,Australia,-37.7559968,144.9638997,High,4431,2203.8,0.6993,0.0575,0.9068,0.0006,80.07,0.6667,0.012,0.0,1,0.9695,228.79,0.0,0.0,29,1,13,0,0.3556,0.4974,925.09,0.0049,0.5,0.0,4.9736,14.9208,0.8128,0.0065
552,Melbourne,Prahran Chapel Street,Australia,-37.8470326,144.9939655,High,6184,3075.67,0.553,0.0632,0.1809,0.0088,442.65,0.6667,0.0108,0.0,1,0.9596,741.56,0.0,0.0,21,1,7,1,0.2027,0.4974,1130.99,0.0059,0.5,0.0,15.4181,5.471,0.7161,0.0209
553,Melbourne,Footscray Market,Australia,-37.8005914,144.9020846,High,4758,2366.44,0.6367,0.1234,0.1699,0.0619,740.57,0.8333,0.0208,0.0,1,0.9452,526.21,0.0,0.0,62,1,9,3,0.0798,1.9894,893.75,0.0097,0.5,0.0,5.471,25.3653,0.726,0.0128
554,Melbourne,Collingwood Smith Street,Australia,-37.8031842,144.9839108,High,6916,3439.74,0.6338,0.1973,0.654,0.1765,458.57,0.6667,0.0318,0.0,1,0.9895,544.11,0.0,0.0,27,1,9,4,0.1333,10.9419,1551.76,0.0066,0.5,0.0,13.9261,40.2861,0.7573,0.011
555,Melbourne,Richmond Swan Street,Australia,-37.827159,145.0077418,High,4026,2002.37,0.6915,0.0107,0.0315,0.0024,315.33,0.6667,0.003,0.0,1,0.9522,329.75,0.0,0.0,4,0,2,0,0.0957,0.4974,795.77,0.0059,0.5,0.0,0.9947,1.4921,0.792,0.0137
556,Melbourne,Northcote High Street,Australia,-37.7689095,144.9989638,High,2016,1002.68,0.5418,0.3233,4.725,0.0356,19.89,0.5,0.0283,0.0,1,1.0215,294.44,0.0,0.0,30,1,8,1,0.4528,2.4868,848.0,0.0192,0.5,0.0,4.9736,16.9102,0.717,0.0124
557,Melbourne,Box Hill Centre,Australia,-37.8252636,145.1227673,Medium,2411,1199.13,0.6542,0.1394,0.242,0.049,312.34,0.6667,0.0299,0.0,1,0.9445,114.89,0.0,0.0,45,1,8,2,0.1136,0.4974,444.14,0.0252,0.5,0.0,13.9261,18.8996,0.8048,0.0095
558,Melbourne,Dandenong Market Area,Australia,-37.9838503,145.2155532,Medium,2119,1053.9,0.7605,0.3398,1.3384,0.0332,98.48,0.5,0.0278,0.0,1,0.8629,233.26,0.0,0.0,48,1,14,5,0.1667,0.0,571.47,0.0193,0.5,0.0,7.9577,46.2544,0.839,0.0076
559,Melbourne,Frankston Centre,Australia,-38.1461351,145.1232659,Medium,2425,1206.1,0.4632,0.0752,0.0758,0.043,524.71,0.3333,0.0148,0.0,1,0.8586,180.54,0.0,0.0,28,1,4,1,0.0877,0.0,619.71,0.0161,0.5,0.0,4.4762,3.4815,0.6242,0.0062
560,Melbourne,Sunshine Market,Australia,-37.7848052,144.8331028,Medium,3276,1629.35,0.7025,0.097,0.2387,0.0193,352.13,0.5,0.0104,0.0,1,0.9246,317.81,0.0,0.0,48,1,7,1,0.0617,0.0,886.79,0.0074,0.5,0.0,3.4815,22.3812,0.8084,0.0067
561,Melbourne,Ringwood Market,Australia,-37.7944195,145.236077,Medium,583,289.96,0.4962,0.1542,0.2857,0.0083,48.74,0.1667,0.0154,0.0,1,0.8648,57.2,0.0,0.0,37,1,3,0,0.2353,0.0,230.28,0.0333,0.286,0.0,2.9842,0.0,0.6505,0.0412
562,Melbourne,Docklands New Quay,Australia,-37.8175423,144.9394923,Low,2515,1250.86,0.4532,0.6369,1.3273,0.0623,54.71,0.6667,0.0374,0.0,1,0.9067,382.47,0.0,0.0,10,1,1,2,0.0547,5.471,590.37,0.0379,0.5,0.0,5.9683,24.3706,0.5105,0.0505
563,Melbourne,Fishermans Bend Residential,Australia,-37.8245644,144.922933,Low,599,297.92,0.5254,0.087,17.0,0.0776,0.0,0.0,0.0184,0.0,1,0.8135,43.27,0.0,0.0,17,0,0,0,0.1833,0.0,238.24,0.028,0.2164,0.0,1.4921,3.9789,0.6594,0.015
564,Melbourne,Southbank Towers,Australia,-37.8238824,144.9609263,Low,4193,2085.43,0.4563,0.5772,3.8676,0.1048,33.82,0.3333,0.0615,0.0,1,0.8838,771.4,0.0,0.0,40,1,2,5,0.0296,3.4815,1312.03,0.0237,0.5,0.0,41.7782,41.2808,0.5088,0.032
565,Melbourne,Knox Industrial Park,Australia,-37.8657587,145.2193591,Low,2834,1409.52,0.4716,0.0,0.0,0.0005,954.93,0.1667,0.0,0.0,0,0.9256,249.18,0.0,0.0,15,0,0,1,0.0,0.0,330.74,0.0043,0.5,0.0,0.0,0.0,0.6939,0.0113
566,Melbourne,Keysborough Industrial,Australia,-37.9907516,145.1496458,Low,1276,634.63,0.4995,0.0239,0.1508,0.0025,62.67,0.1667,0.0016,0.0,1,0.8477,116.38,0.0,0.0,11,1,0,0,0.1538,0.9947,445.63,0.0088,0.5,0.0,0.9947,1.9894,0.6877,0.0165
567,Melbourne,Werribee Residential,Australia,-37.8995007,144.6609036,Low,1460,726.14,0.6057,0.0796,0.1182,0.0706,147.22,0.5,0.0123,0.0,1,0.9202,188.0,0.0,0.0,24,1,4,0,0.1154,0.0,638.11,0.0225,0.5,0.0,5.471,2.4868,0.7729,0.0247
568,Melbourne,Cranbourne Residential,Australia,-38.0997308,145.2807256,Low,2538,1262.3,0.358,0.0279,0.3117,0.0021,76.59,0.1667,0.0024,0.0,1,0.915,143.74,0.0,0.0,16,0,3,0,0.1408,0.0,506.81,0.0041,0.5,0.0,3.4815,1.4921,0.459,0.0114
569,Melbourne,Pakenham Residential,Australia,-38.0806283,145.4863217,Low,2558,1272.24,0.592,0.0163,0.0398,0.0146,287.47,0.1667,0.0031,0.0,1,0.8921,154.18,0.0,0.0,26,1,1,0,0.4483,0.0,668.95,0.0064,0.5,0.0,0.4974,1.4921,0.7681,0.0121
570,Paris,Marais Le Marais 3e,France,48.8632073,2.3663642,High,15085,7502.66,0.5271,0.8624,1.1819,0.0195,1254.84,0.6667,0.0559,0.0,1,0.9351,2042.16,0.0,0.0,131,1,40,19,0.0,61.1752,1867.58,0.0078,0.5,0.0,75.1012,226.7958,0.6562,0.0083
571,Paris,Montmartre Rue Lepic,France,48.885539,2.3346124,High,14344,7134.12,0.5725,0.3801,0.5268,0.0283,1477.65,0.8333,0.0492,0.0,1,0.9437,1906.38,0.0,0.0,136,1,23,5,0.0083,47.2491,1805.41,0.0062,0.5,0.0,64.1593,138.2659,0.6764,0.0071
572,Paris,Oberkampf Rue Oberkampf,France,48.8663313,2.3807483,High,12748,6340.34,0.4432,0.5339,0.7648,0.0178,1097.67,0.6667,0.047,0.0,1,0.9458,1873.55,0.0,0.0,99,1,33,14,0.0,64.1593,1776.57,0.0083,0.5,0.0,82.5616,174.5731,0.5083,0.0085
573,Paris,Canal Saint-Martin,France,48.8689561,2.3671691,High,14742,7332.07,0.5333,0.7778,1.0237,0.0222,1237.43,0.6667,0.0573,0.0,1,0.9255,2024.75,0.0,0.0,133,1,27,26,0.0,67.1435,1820.33,0.0082,0.5,0.0,93.5035,226.2984,0.6719,0.0047
574,Paris,Belleville Market Area,France,48.8717265,2.385085,High,12425,6179.69,0.5007,0.3562,0.694,0.0134,929.56,1.0,0.0318,0.0,1,0.9316,1810.88,0.0,0.0,98,1,26,9,0.0,46.2544,1476.66,0.0079,0.5,0.0,70.625,131.3028,0.5993,0.0104
575,Paris,Bastille Market,France,48.852987,2.3688579,High,12807,6369.68,0.4186,0.7783,1.1777,0.0196,923.6,0.8333,0.0525,0.0,1,0.9406,1815.36,0.0,0.0,129,1,37,11,0.0105,55.2069,1803.92,0.0118,0.5,0.0,57.1963,193.4727,0.5413,0.0116
576,Paris,Aligre Market 12e,France,48.848901,2.3783195,High,11794,5865.85,0.4149,0.6905,1.0546,0.023,829.1,0.8333,0.0533,0.0,1,0.9338,1525.9,0.0,0.0,174,1,20,15,0.0,62.6673,1644.27,0.0109,0.5,0.0,77.0907,185.515,0.5923,0.007
577,Paris,Batignolles Market,France,48.8863552,2.321457,Medium,13348,6638.75,0.5641,0.4336,0.6461,0.0285,1479.64,0.8333,0.0414,0.0,1,0.9471,1553.25,0.0,0.0,123,1,23,11,0.015,92.5088,1522.42,0.0074,0.5,0.0,57.1963,238.2351,0.6717,0.0049
578,Paris,Montreuil Market East,France,50.4484729,1.7498275,Medium,590,293.44,0.5801,0.0115,6.0,0.0,0.0,0.0,0.0,0.0,1,0.7929,2.98,0.0,0.0,3,0,0,0,0.1053,0.0,53.71,0.0153,0.0149,0.0,0.0,0.0,0.759,0.0119
579,Paris,Saint-Denis Market,France,48.8266801,2.318339,Medium,10900,5421.22,0.4416,0.2517,0.475,0.0154,1015.61,1.0,0.0197,0.0,1,0.9031,1364.26,0.0,0.0,106,1,12,6,0.0146,40.2861,1418.97,0.0098,0.5,0.0,43.2703,103.9481,0.4543,0.0106
580,Paris,Clichy Centre,France,48.8833766,2.3278989,Medium,14188,7056.53,0.6502,0.4548,0.6798,0.0318,1442.84,0.8333,0.0495,0.0,1,0.934,1680.08,0.0,0.0,127,1,23,12,0.0,84.5511,1658.2,0.0065,0.5,0.0,74.6039,239.2298,0.759,0.0062
581,Paris,Vincennes Centre,France,48.8189768,2.4541952,Medium,2817,1401.06,0.4461,0.0245,0.3372,0.0012,42.77,0.3333,0.005,0.0,1,0.8942,257.63,0.0,0.0,38,1,1,2,0.0038,0.0,422.76,0.009,0.5,0.0,0.4974,3.9789,0.531,0.0302
582,Paris,La Défense Office,France,48.8897943,2.2399236,Low,6853,3408.4,0.383,0.2905,1.114,0.0583,213.86,1.0,0.0226,0.0,1,0.8304,1042.46,0.0,0.0,112,1,13,11,0.0057,4.9736,1201.12,0.0164,0.5,0.0,25.8627,53.7148,0.4018,0.0193
583,Paris,Massy Palaiseau Office,France,48.7110165,2.1630607,Low,1705,848.0,0.4605,0.1328,0.3239,0.0554,35.31,0.8333,0.0088,0.0,1,0.9696,335.72,0.0,0.0,17,1,1,11,0.0,0.4974,508.3,0.0849,0.5,0.0,4.4762,5.471,0.507,0.0235
584,Paris,Saclay Technology Cluster,France,48.7132664,2.1648204,Low,1709,849.99,0.4473,0.1765,0.52,0.0905,24.87,0.5,0.0088,0.0,1,0.9668,345.17,0.0,0.0,18,1,1,10,0.005,0.4974,530.68,0.0814,0.5,0.0,5.471,6.963,0.4895,0.0252
585,Paris,Boissy-Saint-Léger Residential,France,48.7533658,2.5069852,Low,3068,1525.9,0.408,0.019,0.5217,0.0009,34.32,0.5,0.0049,0.0,1,0.8323,204.91,0.0,0.0,40,1,1,0,0.0303,0.9947,469.01,0.0053,0.5,0.0,4.4762,4.4762,0.4575,0.0059
586,Paris,Sarcelles Residential,France,48.9855915,2.4471119,Low,2787,1386.14,0.8925,0.0186,7.0,0.0013,2.98,0.3333,0.0032,0.0,1,0.7661,82.56,0.0,0.0,37,1,1,1,0.1429,1.4921,317.81,0.0068,0.4128,0.0,2.4868,7.4604,0.9012,0.005
588,Paris,Évry Centre,France,48.6397451,2.4690378,Medium,1596,793.79,0.5219,0.0014,0.1176,0.0,8.46,0.3333,0.0,0.0,0,0.7705,24.87,0.0,0.0,16,1,0,1,0.0357,0.0,87.54,0.0079,0.1243,0.0,0.4974,0.0,0.6378,0.0063
589,Paris,Créteil Centre,France,48.8163988,2.4516692,Medium,4104,2041.16,0.5155,0.0228,0.6543,0.0003,40.29,0.5,0.0058,0.0,1,0.8911,179.55,0.0,0.0,38,1,2,2,0.006,0.9947,373.02,0.0055,0.5,0.0,0.4974,5.9683,0.643,0.0205
590,Seoul,Hongdae,South Korea,37.55792,126.926135,High,8741,4347.42,0.5029,0.3384,0.8188,0.2819,686.36,0.5,0.0844,0.0,1,0.8536,251.17,0.0,0.0,81,1,12,3,0.2138,4.4762,857.94,0.0037,0.5,0.0,22.8785,43.7676,0.6341,0.0049
591,Seoul,Itaewon Main Street,South Korea,37.5345026,126.9943705,High,2453,1220.02,0.6621,0.4824,1.4811,0.0532,52.72,0.6667,0.19,0.0,1,0.9138,78.09,0.0,0.0,72,1,1,1,0.0217,0.9947,349.64,0.0117,0.3904,0.0,5.9683,19.8944,0.7741,0.0077
592,Seoul,Bukchon Hanok Village,South Korea,37.5823919,126.9858648,High,4460,2218.22,0.3144,0.1638,0.3539,0.1691,297.92,1.0,0.067,0.0,1,0.816,213.86,0.0,0.0,65,1,1,5,0.0,4.9736,375.51,0.0076,0.5,0.0,6.4657,20.3917,0.3578,0.0265
593,Seoul,Insadong Market,South Korea,37.5735445,126.9855646,High,6702,3333.3,0.3851,0.4293,2.3476,0.0572,93.01,0.6667,0.1761,0.0,1,0.8366,314.33,0.0,0.0,139,1,8,1,0.024,5.471,609.76,0.0057,0.5,0.0,13.4287,36.8046,0.4328,0.0224
594,Seoul,Mangwon Market,South Korea,37.5566206,126.9060503,High,3999,1988.94,0.4552,0.1931,0.591,0.0362,363.57,0.6667,0.0395,0.0,1,0.8382,53.22,0.0,0.0,62,1,6,0,0.125,0.0,571.47,0.003,0.2661,0.0,4.9736,4.4762,0.5764,0.0063
595,Seoul,Seongsu Artisan Area,South Korea,37.5445688,127.0561016,High,2008,998.7,0.5644,0.3826,1.0643,0.0468,69.63,0.5,0.1594,0.0,1,0.9288,40.29,0.0,0.0,61,1,4,0,0.0556,2.4868,329.25,0.0117,0.2014,0.0,2.4868,9.9472,0.7299,0.0159
596,Seoul,Yeonnam-dong Market,South Korea,37.5626596,126.9226107,Medium,7309,3635.2,0.5613,0.239,0.4891,0.1371,817.66,0.6667,0.0605,0.0,1,0.8649,184.02,0.0,0.0,96,1,11,2,0.0982,1.9894,798.76,0.0037,0.5,0.0,13.9261,20.8891,0.679,0.0037
597,Seoul,Mapo Hapjeong,South Korea,37.5499695,126.9122369,Medium,5395,2683.25,0.534,0.2521,0.8477,0.469,362.57,0.5,0.0697,0.0,1,0.8354,84.05,0.0,0.0,66,1,5,1,0.6346,1.9894,555.05,0.0026,0.4203,0.0,5.471,8.4551,0.6176,0.0032
598,Seoul,Dobongsan Station Area,South Korea,37.6898359,127.0460783,Medium,655,325.77,0.4934,0.0846,0.1828,0.0157,46.25,0.1667,0.0153,0.0,1,0.9136,78.09,0.0,0.0,35,0,0,0,0.075,0.0,231.27,0.0282,0.3904,0.0,0.0,0.0,0.7037,0.0137
599,Seoul,Suwon Paldalmun Market,South Korea,37.4701568,126.8302174,Medium,225,111.91,0.12,0.125,0.2188,0.1875,15.92,0.1667,0.0044,0.0,0,0.8974,41.28,0.0,0.0,33,1,0,0,0.0,0.0,112.4,0.0781,0.2064,0.0,0.0,3.4815,0.18,0.0356
600,Seoul,Gangnam Techno Valley,South Korea,37.5177,127.0473,Low,3898,1938.71,0.4127,0.4779,3.0344,0.1043,159.15,0.5,0.0475,0.0,1,0.904,23.38,0.0,0.0,69,1,10,1,0.0106,1.4921,375.51,0.0068,0.1169,0.0,5.471,11.4393,0.6109,0.0154
601,Seoul,Guro Digital Complex,South Korea,37.4852761,126.9015916,Low,1287,640.1,0.4359,1.0,4.6387,0.3746,59.19,0.5,0.0707,0.0,1,0.8908,29.84,0.0,0.0,78,1,8,0,0.25,0.0,294.93,0.0372,0.1492,0.0,2.9842,14.9208,0.6484,0.0031
602,Seoul,Songdo International City,South Korea,37.5620994,126.9953192,Low,5735,2852.35,0.6714,0.7846,4.0,0.0394,28.35,0.8333,0.2943,0.0,1,0.8363,263.1,0.0,0.0,84,1,4,4,0.184,2.9842,649.55,0.0116,0.5,0.0,5.471,26.8574,0.8122,0.0354
603,Seoul,Pangyo IT Valley,South Korea,37.3911797,127.0703668,Low,654,325.27,0.3105,0.0215,0.038,0.0072,91.51,0.5,0.0046,0.0,1,0.8128,38.3,0.0,0.0,19,1,0,0,0.0137,0.4974,121.36,0.0215,0.1915,0.0,0.4974,0.4974,0.4222,0.0229
604,Seoul,Ilsan New Town Residential,South Korea,37.6387503,126.8047234,Low,93,46.25,0.1434,0.2,2.0,0.0,0.0,0.0,0.0108,0.0,0,0.8231,4.97,0.0,0.0,21,0,0,0,0.0256,0.0,46.25,0.2,0.0249,0.0,0.0,0.9947,0.188,0.0215
605,Toronto,Kensington Market,Canada,43.6552136,-79.4022604,High,7205,3583.47,0.5093,0.2603,0.3575,0.0461,720.67,0.8333,0.0446,0.0,1,0.9643,737.09,0.0,0.0,16,1,9,7,0.1209,3.4815,1188.19,0.0102,0.5,0.0,45.757,31.3336,0.6356,0.0155
606,Toronto,Queen West,Canada,43.6487476,-79.3963638,High,6821,3392.49,0.6445,0.5534,1.1146,0.1079,321.29,0.8333,0.0605,0.0,1,0.979,892.26,0.0,0.0,26,1,12,7,0.1585,3.4815,1406.03,0.0146,0.5,0.0,95.493,54.7095,0.7642,0.0229
607,Toronto,Chinatown Spadina Avenue,Canada,43.650911,-79.3975315,High,7292,3626.74,0.644,0.5002,0.8332,0.107,462.05,0.8333,0.0653,0.0,1,0.9677,820.64,0.0,0.0,20,1,11,7,0.1655,4.4762,1380.67,0.0119,0.5,0.0,86.5405,55.2069,0.7767,0.0163
608,Toronto,Danforth Greek Town,Canada,43.6864333,-79.3003555,High,5769,2869.27,0.4983,0.05,0.046,0.007,1849.18,0.8333,0.0062,0.0,1,1.0237,460.55,0.0,0.0,46,1,3,0,0.1043,1.9894,736.09,0.005,0.5,0.0,9.9472,10.4445,0.633,0.0066
609,Toronto,Leslieville Queen East,Canada,43.6618082,-79.3364043,High,5232,2602.18,0.5632,0.0885,0.0876,0.0218,1129.5,0.8333,0.012,0.0,1,0.9699,406.84,0.0,0.0,44,1,5,0,0.1448,3.9789,796.27,0.0074,0.5,0.0,9.4498,17.4076,0.6927,0.0205
610,Toronto,Liberty Village,Canada,43.6382635,-79.4190985,Medium,4746,2360.47,0.4787,0.2971,0.6765,0.0278,202.92,0.8333,0.0206,0.0,1,0.9525,733.11,0.0,0.0,47,0,14,0,0.0446,1.9894,1045.45,0.0188,0.5,0.0,22.3812,30.3389,0.581,0.0312
611,Toronto,Junction Triangle,Canada,43.6619143,-79.4502765,Medium,6787,3375.58,0.6273,0.0619,0.0795,0.0391,1269.76,0.8333,0.0096,0.0,1,0.9873,523.72,0.0,0.0,77,1,10,1,0.2,6.4657,898.23,0.0054,0.5,0.0,11.4393,25.8627,0.752,0.0103
612,Toronto,Scarborough Town Centre,Canada,43.7761341,-79.2584376,Medium,1995,992.23,0.7374,0.2997,0.3275,0.0403,283.99,0.6667,0.0145,0.0,1,0.9302,294.93,0.0,0.0,66,1,4,3,0.2542,0.9947,688.84,0.0245,0.5,0.0,19.397,9.9472,0.8337,0.0155
613,Toronto,Mississauga City Centre,Canada,43.605079,-79.560194,Medium,2270,1129.01,0.5187,0.0898,0.089,0.0038,748.53,0.8333,0.004,0.0,1,0.9339,123.84,0.0,0.0,20,0,0,0,0.125,0.0,277.53,0.0095,0.5,0.0,3.4815,0.9947,0.6511,0.0075
614,Toronto,North York Business District,Canada,43.7738361,-79.3677348,Low,2168,1078.27,0.5242,0.0375,0.0336,0.0085,533.17,0.8333,0.0051,0.0,1,0.9465,261.11,0.0,0.0,37,1,8,0,0.0448,0.0,474.98,0.0128,0.5,0.0,2.9842,3.4815,0.646,0.0295
615,Toronto,Pearson Airport Corridor,Canada,43.8034817,-79.2264836,Low,2313,1150.39,0.6544,0.046,0.0426,0.0052,735.1,0.6667,0.0039,0.0,1,0.9828,232.76,0.0,0.0,58,1,5,0,0.1842,0.0,491.39,0.0097,0.5,0.0,5.9683,1.4921,0.7701,0.0104
616,Toronto,Markham Residential,Canada,43.6642352,-79.4121613,Low,7181,3571.54,0.5361,0.0982,0.2133,0.0219,629.66,0.8333,0.0226,0.0,1,1.0138,556.54,0.0,0.0,51,1,15,2,0.1352,3.9789,919.12,0.0068,0.5,0.0,19.397,18.8996,0.699,0.0106
617,Toronto,Brampton Residential,Canada,43.6822473,-79.5598442,Low,2593,1289.65,0.5253,0.0127,0.0119,0.0033,881.32,0.8333,0.0015,0.0,1,0.9468,220.83,0.0,0.0,50,1,3,0,0.0882,0.0,291.95,0.0072,0.5,0.0,0.9947,1.9894,0.6228,0.0096
