location_id,city,neighbourhood,country,lat,lon,expected_class,osm_element_count,F01_poi_density,F02_land_use_entropy,F03_retail_gf_ratio,F04_work_residential_ratio,F05_housing_in_between,F06_residential_density,F07_housing_diversity,F08_public_private_gradient,F09_street_cafe_density,F10_market_cluster,F12_gamma_index,F13_pedestrian_count,F14_shop_variety,F15_night_economy,F16_transit_access,F17_civic_presence,F18_healthcare_access,F19_education_scatter,F20_industrial_ribbon,F21_home_workshop_density,F22_intersection_density,F23_height_mix,F25_promenade_score,F26_density_gradient,F27_food_stand_density,F28_workspace_cluster,F29_gini_simpson,F30_green_space_ratio
800,Hong Kong,Tuen Mun New Town,Hong Kong,22.3938951,113.9776538,Low,2144,1094.69,0.3402,0.1276,0.1938,0.0351,177.06,0.6667,0.0132,9.9472,1,0.8638,396.89,0.6667,0.0,153,1,10,9,0.2061,0.0,586.39,0.0266,0.5995,6.375,5.9683,3.9789,0.4522,0.0159
818,Nairobi,Gikomba Market,Kenya,-1.2863428,36.8414734,High,4976,2504.7,0.8241,0.0021,0.3043,0.001,11.44,0.3333,0.0006,6.963,1,0.765,1.99,0.6833,0.1,1,0,3,10,0.2353,0.0,174.08,0.0021,0.0796,0.5172,0.0,0.0,0.8858,0.001
819,Nairobi,Upper Hill Office,Kenya,-1.2932799,36.8135502,Low,1311,680.39,0.5429,0.104,6.9167,0.0156,5.97,0.5,0.0249,10.9419,1,0.7073,35.31,0.8246,0.0526,3,1,36,2,0.0,0.0,297.92,0.0146,0.286,0.0,1.9894,34.8151,0.75,0.0037
820,Lagos,Victoria Island,Nigeria,6.4300279,3.4259904,Medium,1133,591.36,0.5359,0.0587,2.4444,0.0,4.48,0.3333,0.0378,11.4393,1,0.6187,5.47,1.25,0.1429,5,0,9,5,0.2472,0.0,130.81,0.0075,0.1417,1.1538,0.9947,2.4868,0.6522,0.0008
821,Lagos,Alaba International Market,Nigeria,6.4605233,3.1905998,High,5509,2769.79,0.4919,0.0002,1.0,0.0002,0.0,0.0,0.0,9.4498,1,0.7857,2.49,0.7167,0.0167,0,0,0,7,0.6,0.0,93.01,0.0005,0.1069,2.3077,0.0,0.0,0.72,0.0
822,Lagos,Lekki Phase 1,Nigeria,6.4475959,3.4590768,Low,1614,832.08,0.1871,0.0019,0.0,0.0006,1.99,0.1667,0.0024,9.9472,1,0.789,3.98,1.0339,0.0508,0,0,11,5,0.0938,0.0,65.65,0.0025,0.1194,1.6981,0.4974,0.0,0.2285,0.0006
823,Istanbul,Karaköy,Turkey,41.0228645,28.9740393,High,4611,2318.69,0.4848,0.4335,4.2808,0.0373,72.61,0.6667,0.1047,13.9261,1,0.8295,256.14,1.098,0.0392,45,1,3,9,0.0154,4.9736,512.28,0.0109,0.6393,1.2766,36.8046,22.8785,0.5439,0.0058
824,Istanbul,Kadıköy Market,Turkey,40.9912955,29.0245631,High,6893,3456.15,0.6173,0.2596,0.9518,0.0163,392.42,0.8333,0.0669,11.9366,1,0.7583,159.15,1.0536,0.1071,29,1,5,6,0.0072,9.4498,453.59,0.0065,0.6194,4.5349,70.625,41.7782,0.7311,0.0042
825,Istanbul,Levent Business District,Turkey,41.0815723,29.0169502,Low,1456,753.0,0.4907,0.3022,3.9211,0.044,18.9,0.3333,0.0654,9.4498,1,0.7879,87.04,0.9828,0.0345,47,1,10,8,0.0,0.4974,374.51,0.0192,0.5297,0.5357,5.471,32.3283,0.6193,0.0205
826,Istanbul,Sultançiftliği Residential,Turkey,41.1003942,28.8609026,Low,7029,3524.78,0.5567,0.0449,0.9538,0.0024,129.31,0.5,0.0069,11.4393,1,0.8461,73.61,0.7759,0.0,30,1,5,14,0.0548,1.9894,457.07,0.0029,0.4824,1.7308,6.4657,8.9525,0.6609,0.0063
827,Riyadh,Dira Souk Area,Saudi Arabia,24.63076,46.7119457,High,179,116.88,0.4666,0.3088,17.0,0.0,0.0,0.0,0.017,9.9472,1,0.8246,22.88,0.6429,0.0,15,0,0,1,0.0909,0.0,371.03,0.0735,0.2139,2.1429,0.0,1.4921,0.6942,0.0213
828,Riyadh,King Abdullah Financial District,Saudi Arabia,24.7656964,46.6407087,Low,146,93.01,0.3598,0.0211,0.0,0.0,2.49,0.1667,0.0107,12.9313,1,0.6119,11.44,1.122,0.0244,5,0,1,4,0.0,0.0,79.58,0.0526,0.1865,2.0833,0.0,0.0,0.5938,0.0
829,Kolhapur,Mahadwar Road Market,India,16.690383,74.2224317,High,320,189.0,0.2216,0.0173,4.0,0.0043,0.0,0.0,0.0,9.4498,1,0.8841,3.48,1.0667,0.0333,0,1,10,12,0.0,0.4974,303.89,0.0173,0.1119,1.9811,0.4974,0.0,0.314,0.0184
830,Kolhapur,Shahupuri Market,India,16.7002439,74.2365115,High,435,244.2,0.4567,0.0954,2.3636,0.0132,5.47,0.3333,0.0081,10.4445,1,0.8898,2.98,1.1607,0.0179,5,0,15,5,0.1579,0.4974,215.85,0.0296,0.1194,0.5556,2.4868,2.4868,0.615,0.0143
831,Hubli,Keshwapur Market,India,15.3532051,75.1401089,High,668,359.09,0.4507,0.079,8.3333,0.0166,1.49,0.1667,0.0485,9.9472,1,0.8252,9.95,1.3889,0.0,6,1,15,4,0.3,0.0,129.31,0.0104,0.1492,3.0,0.9947,1.9894,0.66,0.0083
832,Hubli,Gokul Road Market,India,15.3511246,75.1277328,Medium,464,260.62,0.3735,0.0212,1.0,0.0053,0.0,0.0,0.0248,9.4498,1,0.8964,16.41,0.75,0.05,0,0,19,6,0.3333,0.0,190.99,0.0159,0.1766,1.6667,0.0,0.0,0.6111,0.0076
833,Belgaum,Camp Area Belagavi,India,15.8514981,74.4996608,High,110,83.06,0.6029,0.1429,0.5,0.0,4.97,0.1667,0.0479,7.9577,1,0.9258,0.0,0.7544,0.0877,1,0,7,13,0.0,0.0,99.47,0.0816,0.0796,0.2679,0.4974,0.4974,0.7778,0.0359
834,Tirupati,Alipiri Market,India,13.6458001,79.4072415,Medium,108,82.56,0.426,0.0299,1.0,0.0,0.0,0.0,0.006,9.9472,1,0.7909,3.48,0.6552,0.0,0,0,19,6,0.1429,0.0,117.87,0.0299,0.1169,4.3333,0.0,0.0,0.6122,0.012
835,Tirupati,Balaji Colony Residential,India,13.6337672,79.4292252,Low,155,104.45,0.5447,0.2754,6.0,0.0,0.0,0.0,0.0619,8.4551,1,0.84,0.0,1.1455,0.1091,0,0,17,2,0.1429,0.0,366.06,0.029,0.0846,1.1765,0.0,0.0,0.7347,0.0095
836,Nellore,GT Road Market,India,14.4358154,79.9693488,Medium,2612,1327.95,-0.0,0.0012,1.0,0.0,1.49,0.1667,0.0004,9.9472,1,0.8188,0.0,1.2759,0.0172,0,0,6,9,0.0,0.0,172.09,0.0012,0.0995,2.4,0.0,0.4974,0.0,0.0004
837,Guntur,Brodipet Market,India,16.3035805,80.4360639,High,3803,1919.31,-0.0,0.0132,19.0,0.0022,0.99,0.3333,0.0065,9.9472,1,0.9568,4.48,1.0,0.0179,1,1,17,8,0.0,0.0,200.44,0.0022,0.1219,1.1538,0.4974,4.9736,0.0,0.0013
838,Warangal,Hanamkonda Market,India,18.0041136,79.5567776,Medium,3755,1895.93,0.256,0.0144,37.0,0.0003,0.0,0.0,0.0058,10.9419,1,0.8316,0.0,1.0351,0.0351,0,1,19,3,0.5,0.0,269.07,0.0014,0.1094,3.1915,0.4974,3.4815,0.5,0.0021
839,Warangal,Kazipet Industrial,India,17.9803537,79.5326715,Low,2153,1100.16,0.1664,0.0062,0.4737,0.0033,9.45,0.1667,0.0018,9.9472,1,0.8173,10.44,0.7458,0.0,0,1,12,16,0.0,0.0,145.73,0.0024,0.1517,0.8036,5.471,0.9947,0.2778,0.0005
840,Rajahmundry,Innespeta Market,India,16.9962516,81.7777688,Medium,3945,1989.93,0.235,0.0085,18.0,0.0,0.5,0.1667,0.0037,9.9472,1,0.9692,1.49,1.1429,0.0714,2,1,34,7,0.0,0.0,434.19,0.0013,0.1069,0.5556,0.0,1.4921,0.4444,0.0012
842,Jalandhar,Phase 5 Industrial,India,31.3323762,75.576889,Low,42,50.23,0.0,0.2105,4.0,0.0,0.0,0.0,0.0,10.4445,1,0.8943,0.0,0.9831,0.0169,0,0,13,3,0.0,0.0,482.44,0.0526,0.1044,0.2586,0.0,0.9947,0.0,0.0
843,Ludhiana,Chaura Bazaar,India,30.8360684,76.1895123,High,180,117.38,0.3276,0.9362,39.0,0.0,0.5,0.1667,0.0381,10.4445,1,0.8306,0.5,0.9821,0.0,2,1,18,3,0.0294,0.0,116.38,0.0638,0.1069,6.0,1.4921,2.4868,0.5277,0.0085
844,Ludhiana,Focal Point Industrial,India,30.8861316,75.9153986,Low,272,163.63,0.3391,0.0,0.0,0.0,0.0,0.0,0.0,8.4551,1,0.8433,0.0,0.7719,0.0526,0,0,6,12,0.5,0.0,117.38,0.0159,0.0846,0.2679,0.0,0.0,0.5694,0.0091
855,Kota,Gumanpura Market,India,25.5181222,76.3740778,Medium,3,2.49,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
859,Asansol,GT Road Market,India,23.6760722,87.0108803,Medium,4,17.9,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4868,1,0.7162,0.0,0.875,0.0,0,0,3,4,0.0,0.0,25.37,0.0,0.0249,5.0,0.0,0.0,0.0,0.0
869,Gurugram,Pataudi Road Residential,India,28.347879,76.7522376,Low,2,30.34,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4498,1,0.8588,0.0,0.9661,0.0169,1,0,12,9,0.0,0.0,58.69,0.0,0.0945,2.0192,0.0,0.0,0.0,0.0
883,Milan,Navigli District,Italy,45.450176,9.1708969,High,5551,2789.19,0.5365,0.5068,0.7812,0.0436,461.55,0.6667,0.0592,12.434,1,0.9059,692.82,1.2281,0.1754,81,1,6,8,0.0667,16.4129,972.34,0.0145,0.6243,1.7647,40.7835,67.1435,0.615,0.0053
884,Milan,Isola Neighbourhood,Italy,45.487612,9.1912938,High,7089,3554.13,0.5811,0.4684,0.5758,0.0879,514.77,0.6667,0.0557,12.9313,1,0.9076,1100.66,1.4912,0.2456,107,1,9,10,0.0266,6.963,1582.1,0.0153,0.6293,0.2679,25.3653,71.6197,0.7136,0.012
885,Milan,Porta Venezia Market,Italy,45.4742942,9.2052385,High,7172,3593.92,0.401,0.4673,0.5603,0.0304,623.19,0.5,0.0476,11.9366,1,0.9294,1243.4,1.4815,0.1111,120,1,8,6,0.01,5.471,1614.43,0.0098,0.6194,0.8824,20.8891,43.2703,0.5228,0.0082
886,Milan,Sesto Industrial,Italy,45.5347926,9.2371764,Low,3800,1918.31,0.7251,0.3446,0.4716,0.0287,499.85,0.6667,0.0332,7.9577,1,0.7658,200.44,1.5789,0.1228,72,1,12,10,0.1928,14.4234,487.91,0.0187,0.5796,1.7647,8.9525,50.2333,0.7929,0.0119
887,Rome,Testaccio Market,Italy,41.878818,12.4767691,High,4044,2039.67,0.5817,0.2336,1.4016,0.0098,60.68,0.5,0.0368,13.9261,1,0.8638,786.32,1.2632,0.1754,93,1,6,16,0.0248,0.9947,928.57,0.0347,0.6393,3.587,13.4287,20.3917,0.7045,0.0188
888,Rome,Trastevere,Italy,41.8911586,12.4668459,High,5104,2566.87,0.5233,0.2265,0.7854,0.0021,129.81,0.5,0.0678,16.9102,1,0.8391,587.38,1.1053,0.1053,64,1,6,21,0.0065,0.4974,677.9,0.0149,0.6691,0.8333,12.434,13.4287,0.7074,0.0382
889,Rome,EUR Business District,Italy,41.8337745,12.4709498,Low,2836,1437.37,0.487,0.2198,0.8659,0.1008,40.78,0.3333,0.017,9.9472,1,0.8781,620.21,1.5185,0.2593,106,0,8,8,0.0071,0.4974,806.72,0.0464,0.5995,3.4091,5.471,14.4234,0.6308,0.0516
890,Helsinki,Kallio,Finland,60.1839816,24.9524515,High,6072,3039.36,0.4584,0.7241,1.2617,0.0787,222.32,0.6667,0.0304,11.9366,1,0.8601,1174.27,1.2821,0.0513,74,1,6,5,0.0075,10.4445,2157.54,0.0329,0.6194,1.25,13.9261,79.5775,0.508,0.0183
891,Helsinki,Hakaniemi Market,Finland,60.180074,24.9512146,High,5951,2959.78,0.5145,0.7062,1.196,0.068,197.95,0.8333,0.0259,0.0,1,0.8537,1166.8,0.0,0.0,58,1,4,7,0.0035,7.9577,2134.17,0.0415,0.5,0.0,7.9577,68.6356,0.619,0.019
892,Helsinki,Espoo Tapiola Office,Finland,60.1635297,24.8359911,Low,244,121.36,0.2442,0.0556,0.5,0.0185,0.99,0.3333,0.0082,0.0,0,0.8574,34.32,0.0,0.0,5,0,0,0,0.0,0.0,85.55,0.2593,0.1716,0.0,0.0,0.4974,0.3225,0.0615
893,Warsaw,Praga Market,Poland,52.2775107,21.0223526,High,2152,1070.32,0.4677,0.0892,0.1902,0.1216,151.69,0.6667,0.0042,0.0,1,0.9875,230.77,0.0,0.0,13,1,1,2,0.0586,0.0,644.58,0.0405,0.5,0.0,0.4974,4.9736,0.5267,0.0209
894,Warsaw,Mokotów Business,Poland,52.1817985,20.9988778,Low,6465,3215.43,0.2397,0.649,2.5755,0.234,69.13,0.6667,0.0119,0.0,1,0.917,1097.67,0.0,0.0,54,1,22,0,0.0208,5.9683,1739.27,0.053,0.5,0.0,16.4129,41.7782,0.2459,0.0316
895,Prague,Žižkov,Czech Republic,50.0876572,14.4681364,High,3519,1750.21,0.6848,0.1705,0.2144,0.0258,352.63,0.5,0.0153,0.0,1,0.9207,467.02,0.0,0.0,13,1,3,2,0.0497,2.4868,781.85,0.0241,0.5,0.0,6.4657,6.963,0.7767,0.0199
896,Prague,Holešovice,Czech Republic,50.1024948,14.4427984,High,4501,2238.61,0.7334,0.3579,0.5313,0.0373,325.77,0.6667,0.0275,0.0,1,0.9225,628.66,0.0,0.0,43,1,3,1,0.0688,5.471,952.94,0.023,0.5,0.0,13.4287,40.7835,0.8129,0.0138
897,Prague,Letňany Industrial,Czech Republic,50.1362179,14.5158105,Low,2375,1181.23,0.485,0.0254,0.0358,0.0207,291.95,0.5,0.0025,0.0,1,0.94,300.9,0.0,0.0,29,1,3,0,0.0617,0.0,577.43,0.0207,0.5,0.0,2.4868,0.4974,0.5405,0.0126
898,Vienna,Brunnenmarkt Ottakring,Austria,48.2110967,16.3359792,High,8402,4178.81,0.3284,0.2585,0.3113,0.0053,1171.28,0.6667,0.0234,0.0,1,0.8606,272.55,0.0,0.0,43,1,74,4,0.0052,23.8732,580.42,0.0101,0.5,0.0,34.8151,51.7254,0.5236,0.0143
902,Vancouver,Richmond Industrial,Canada,49.1529185,-123.0521864,Low,52,25.86,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8074,2.49,0.0,0.0,3,0,0,0,0.4667,0.0,15.42,0.1538,0.0124,0.0,0.0,0.0,0.6133,0.0192
903,Manchester,Northern Quarter,United Kingdom,53.4835436,-2.235114,High,8567,4260.88,0.7139,0.782,1.7122,0.323,302.39,1.0,0.0411,0.0,1,0.9188,1699.48,0.0,0.0,135,1,11,8,0.0698,6.963,1958.1,0.0241,0.5,0.0,65.6514,154.6787,0.7798,0.0452
904,Manchester,Salford Quays,United Kingdom,53.4726736,-2.2926886,Medium,4087,2032.71,0.2721,0.107,0.191,0.124,210.88,0.5,0.0071,0.0,1,0.8518,633.14,0.0,0.0,58,1,3,1,0.0373,3.4815,1118.56,0.027,0.5,0.0,13.4287,5.9683,0.2728,0.01
905,Manchester,Trafford Park Industrial,United Kingdom,53.4547767,-2.3116958,Low,1635,813.18,0.6409,0.0273,0.0627,0.0156,198.45,0.8333,0.0018,0.0,1,0.8761,118.37,0.0,0.0,38,0,1,0,0.1515,0.0,399.88,0.0215,0.5,0.0,4.9736,0.4974,0.7391,0.0612
906,Birmingham,Digbeth Market,United Kingdom,52.4751221,-1.8843885,High,2994,1489.09,0.7593,0.522,2.9247,0.0865,92.51,0.5,0.0307,0.0,1,0.7996,229.78,0.0,0.0,124,0,3,9,0.3604,3.9789,522.23,0.0224,0.5,0.0,27.8521,65.1541,0.8545,0.0104
907,Birmingham,Jewellery Quarter,United Kingdom,52.4879157,-1.9116096,High,3550,1765.63,0.6934,0.3727,1.6827,0.0418,175.57,0.6667,0.0234,0.0,1,0.8165,309.85,0.0,0.0,81,1,2,13,0.2483,2.9842,646.07,0.0162,0.5,0.0,14.4234,139.2606,0.8001,0.0073
908,Birmingham,Selly Oak Market,United Kingdom,52.440222,-1.9382689,Medium,5472,2721.55,0.5613,0.0374,0.0407,0.0057,1783.53,1.0,0.0046,0.0,1,0.8232,168.6,0.0,0.0,53,1,3,5,0.1594,0.9947,463.54,0.0057,0.5,0.0,14.4234,12.9313,0.699,0.0044
909,Birmingham,Longbridge Industrial,United Kingdom,52.3940521,-1.9807506,Low,2736,1360.77,0.4811,0.0145,0.0153,0.0086,978.31,0.5,0.0011,0.0,1,0.8959,137.77,0.0,0.0,50,1,0,1,0.0536,0.4974,396.89,0.0063,0.5,0.0,2.4868,0.9947,0.6038,0.0048
910,Leeds,Chapel Allerton,United Kingdom,53.8290348,-1.5383224,High,5199,2585.77,0.5032,0.017,0.0123,0.006,2134.67,0.8333,0.005,0.0,1,0.815,62.67,0.0,0.0,45,1,0,1,0.11,0.0,329.25,0.0037,0.3133,0.0,8.4551,0.9947,0.6584,0.0015
911,Edinburgh,Leith Walk Market,United Kingdom,55.9592647,-3.1835254,High,9198,4574.71,0.363,0.1909,0.2146,0.02,1418.47,1.0,0.0205,0.0,1,0.8212,341.19,0.0,0.0,115,1,6,2,0.0315,8.9525,703.27,0.0108,0.5,0.0,27.8521,78.5828,0.3572,0.2399
899,Vancouver,Commercial Drive,Canada,49.2667274,-123.0696925,High,5982,3000.57,0.6575,0.0541,0.0748,0.0127,1017.6,0.8333,0.0123,12.434,1,1.1248,581.91,1.5882,0.1373,52,0,10,9,0.3275,4.9736,1117.57,0.0069,0.6243,2.3864,8.9525,10.4445,0.7622,0.006
900,Vancouver,Mount Pleasant,Canada,49.2633296,-123.0965885,High,5471,2721.05,0.5808,0.1877,0.3711,0.0851,465.03,0.8333,0.0208,0.0,1,1.0467,695.81,0.0,0.0,56,1,12,4,0.2787,9.9472,1513.96,0.0124,0.5,0.0,11.4393,30.8363,0.7274,0.0086
901,Vancouver,Surrey Centre,Canada,49.1917739,-122.8635029,Medium,2737,1376.69,0.6352,0.0019,0.0072,0.0009,276.53,0.8333,0.0,2.4868,1,0.928,185.51,1.1613,0.0,26,0,0,6,0.1429,0.0,347.16,0.0075,0.5249,0.5,0.4974,0.4974,0.7347,0.0065
912,Edinburgh,Fountainbridge,United Kingdom,55.9422173,-3.211991,Medium,8968,4488.17,0.4128,0.2244,0.2295,0.0247,1558.23,1.0,0.0253,13.9261,1,0.8239,308.86,1.5536,0.1607,80,1,10,10,0.0096,7.4604,705.75,0.0096,0.6393,0.2727,32.8257,144.2342,0.4657,0.1947
913,Glasgow,Partick Market,United Kingdom,55.8714897,-4.3087197,High,3971,2002.87,0.4714,0.1427,0.1778,0.0185,534.16,1.0,0.0219,10.9419,1,0.7797,209.39,1.75,0.1429,72,1,4,12,0.0338,0.4974,561.52,0.0155,0.6094,1.4706,9.9472,11.9366,0.518,0.0623
914,Glasgow,Shawlands,United Kingdom,55.8293953,-4.2924269,Medium,2161,1101.65,0.6722,0.0604,0.0899,0.0237,376.0,0.8333,0.0117,9.9472,1,0.8424,81.57,1.2407,0.1111,49,1,6,11,0.1376,0.0,320.8,0.0163,0.5073,0.283,4.9736,3.9789,0.7796,0.0131
915,Dublin,Portobello Dublin,Ireland,53.3298291,-6.2646092,High,10836,5417.73,0.6239,0.0752,0.0871,0.0379,2585.27,0.8333,0.0132,14.9208,1,0.8972,545.6,1.6491,0.2982,63,1,21,11,0.0948,5.471,992.73,0.0042,0.6492,1.4423,23.3759,102.456,0.753,0.0034
916,Dublin,Docklands Dublin,Ireland,53.3476683,-6.2348915,Low,4789,2410.7,0.6854,0.0767,0.0783,0.0454,1175.26,0.8333,0.0151,10.9419,1,0.8362,252.66,1.4655,0.1724,68,1,3,13,0.0926,3.4815,496.36,0.0126,0.6094,1.1111,6.963,51.228,0.7877,0.0153
917,Auckland,Ponsonby,New Zealand,-36.8501916,174.742149,High,6789,3405.42,0.5585,0.0527,0.4932,0.0031,183.53,0.6667,0.011,12.434,1,0.98,379.49,1.569,0.1034,35,1,13,11,0.1807,1.9894,835.56,0.004,0.6243,1.7308,8.9525,12.434,0.6768,0.0112
918,Auckland,Kingsland,New Zealand,-36.871195,174.7439365,Medium,6043,3033.39,0.6422,0.0758,0.1627,0.0038,632.64,0.8333,0.0136,10.4445,1,0.9568,451.1,1.6964,0.1607,56,1,10,9,0.1912,2.9842,881.82,0.0062,0.6044,3.2609,10.4445,14.9208,0.7435,0.0067
919,Wellington,Cuba Street,New Zealand,-41.2958593,174.77428,High,7101,3559.6,0.6011,0.215,0.3066,0.073,726.64,1.0,0.0292,13.4287,1,0.9006,688.84,1.6071,0.1429,58,1,5,9,0.1654,8.4551,1188.69,0.0111,0.6343,2.1429,30.3389,33.8204,0.7011,0.0569
920,Taipei,Yongkang Street,Taiwan,25.0324642,121.5297302,High,5392,2710.11,0.6139,0.2456,0.2231,0.0249,845.01,0.8333,0.0806,12.9313,1,0.8852,278.02,0.9298,0.0,102,1,15,15,0.0154,2.9842,946.97,0.0087,0.6293,6.9231,15.9155,36.3072,0.7313,0.0497
921,Taipei,Zhongxiao Fuxing,Taiwan,25.0415409,121.5437706,Medium,4568,2298.79,0.6133,0.5271,0.3035,0.0707,744.05,0.6667,0.1502,10.9419,1,0.8644,282.0,1.3704,0.0741,96,1,23,5,0.0488,2.4868,885.8,0.0126,0.6094,1.5306,8.9525,33.3231,0.7117,0.0089
922,Taipei,Neihu Tech Park,Taiwan,25.069664,121.5889983,Low,1732,889.78,0.6861,0.1564,0.1096,0.0358,222.32,0.6667,0.0587,10.4445,1,0.9029,165.12,1.2456,0.0175,39,1,5,14,0.038,0.4974,456.08,0.0206,0.6044,1.4423,2.9842,9.4498,0.7957,0.0514
923,Bangkok,Chatuchak Market Area,Thailand,13.8002651,100.5511228,High,2849,1444.33,0.6332,0.0803,8.2,0.0261,7.46,0.5,0.0155,10.4445,1,0.8818,144.23,0.8182,0.0364,40,1,0,4,0.3953,0.4974,442.65,0.0049,0.6044,2.1875,4.9736,1.9894,0.7545,0.0121
924,Bangkok,On Nut BTS Area,Thailand,13.7056289,100.6010006,Medium,4681,2355.99,0.3587,0.0321,0.3779,0.0009,107.93,0.8333,0.0135,10.4445,1,0.7455,50.73,1.1429,0.0893,18,1,8,7,0.069,0.0,236.74,0.0042,0.3581,4.5349,9.4498,3.9789,0.4518,0.0013
926,Ho Chi Minh City,Bui Thi Xuan Street,Vietnam,10.3576703,107.0746135,High,441,247.19,0.6828,0.3828,13.0,0.0335,1.99,0.3333,0.0704,12.9313,1,0.8065,9.45,0.8214,0.0179,16,1,15,13,0.0417,0.4974,156.17,0.0526,0.1766,1.4706,0.9947,5.471,0.816,0.0201
927,Ho Chi Minh City,Thao Dien Compound,Vietnam,10.8004707,106.7336535,Medium,1695,868.89,0.6099,0.1223,0.6931,0.003,50.23,0.5,0.055,12.9313,1,0.7776,19.89,1.2115,0.0385,35,0,3,6,0.08,0.4974,217.84,0.0105,0.2288,1.9565,3.4815,2.9842,0.7232,0.0057
928,Johannesburg,Maboneng Precinct,South Africa,-26.2035757,28.0599517,High,771,412.81,0.6029,0.0419,0.3667,0.0177,14.92,0.5,0.0181,8.4551,1,0.7679,26.36,0.9831,0.0678,3,0,2,10,0.3333,0.0,260.12,0.0226,0.2164,6.5854,0.4974,0.9947,0.7778,0.006
929,Johannesburg,Sandton CBD Office,South Africa,-26.1045525,28.0545147,Low,734,392.42,0.5262,0.75,16.125,0.1411,3.98,0.3333,0.0849,9.4498,1,0.7324,70.63,1.5273,0.2364,20,1,6,6,0.0645,0.0,450.11,0.0524,0.4476,2.1875,3.9789,7.4604,0.7138,0.0152
930,Johannesburg,Soweto Market,South Africa,-26.2227778,27.89,Medium,189,120.86,0.0,0.0065,0.0097,0.0,51.23,0.1667,0.0,6.963,1,0.9426,7.96,0.7407,0.1111,4,0,0,15,0.0,0.0,137.27,0.0387,0.1094,1.875,0.0,0.0,0.0,0.0041
931,Cairo,Downtown Wust el-Balad,Egypt,30.0887612,31.2898195,High,114,85.55,0.4419,0.2727,5.0,0.0,0.5,0.1667,0.0058,9.9472,1,0.8246,23.87,0.7931,0.0,4,1,6,11,0.0,0.0,471.0,0.1818,0.2188,1.4151,0.0,1.4921,0.6228,0.0058
932,Cairo,New Cairo Residential,Egypt,30.0277688,31.4756825,Low,583,314.83,0.2417,0.0452,0.1724,0.005,43.27,0.1667,0.0079,9.9472,1,0.6725,66.15,0.84,0.02,0,0,2,2,0.0,0.4974,201.43,0.0101,0.4302,2.4419,0.4974,2.9842,0.3642,0.0032
933,Casablanca,Maarif Market,Morocco,33.5708072,-7.6282984,Medium,2313,1178.74,0.6253,0.051,0.0442,0.0155,663.97,0.5,0.0219,10.4445,1,0.8337,146.72,1.1579,0.0,33,1,18,9,0.1818,0.0,370.53,0.0097,0.6044,1.4423,0.4974,8.4551,0.7769,0.0114
934,Casablanca,Casa Finance City,Morocco,33.5631545,-7.6604232,Low,1264,656.51,0.5642,0.074,0.092,0.0585,199.94,0.5,0.0091,11.4393,1,0.8891,206.9,1.1429,0.0,19,1,7,16,0.0732,0.0,499.35,0.0275,0.6144,0.2727,2.4868,4.9736,0.7317,0.0182
935,Srinagar,Lal Chowk,India,34.0712565,74.8104927,High,570,312.84,0.3379,0.2911,73.0,0.2945,0.0,0.0,0.0461,9.9472,1,0.7752,23.87,0.8136,0.0169,2,1,15,8,0.0,1.9894,172.09,0.0308,0.2188,4.6667,0.0,10.9419,0.4896,0.0223
936,Srinagar,Dal Lake Boulevard,India,34.082671,74.8593406,Medium,19,25.37,-0.0,0.3333,1.0,0.0,0.0,0.0,0.0196,5.471,1,0.8333,0.0,0.9375,0.0,0,0,2,2,0.0,0.0,12.43,0.1667,0.0547,1.5517,0.0,0.0,0.0,0.0196
938,Goa,Panaji Market,India,15.5001408,73.8215533,High,786,419.27,0.395,0.8427,21.25,0.0968,3.98,0.5,0.0878,12.9313,1,0.8034,28.35,1.386,0.1053,12,1,26,8,0.0755,4.9736,137.27,0.0605,0.2711,0.2679,6.4657,21.3864,0.4461,0.0166
939,Goa,Calangute Market,India,15.5451645,73.7631025,Medium,1014,532.17,0.4027,0.178,39.0,0.0014,0.5,0.1667,0.0907,16.4129,1,0.7711,0.99,1.5714,0.1429,2,0,9,4,0.0725,0.4974,81.07,0.0082,0.1691,2.8723,2.9842,0.9947,0.5734,0.0009
940,Goa,Verna Industrial Estate,India,15.3681223,73.9420759,Low,92,62.17,0.2118,0.0323,2.0,0.0,0.0,0.0,0.0,3.9789,1,0.7559,0.0,1.0909,0.0,0,0,5,1,0.8519,0.0,52.72,0.0323,0.0398,1.5,0.0,0.4974,0.2661,0.0
941,Sivasagar,Rang Ghar Area,India,26.9671196,94.6190574,Medium,238,139.26,0.0,0.0042,1.0,0.0,0.0,0.0,0.0,8.9525,1,0.7273,0.0,0.7619,0.0,0,0,1,2,0.0,0.0,15.42,0.0084,0.0895,2.5,0.0,0.4974,0.0,0.0
942,Silchar,Central Road Market,India,24.8260912,92.8003441,Medium,51,54.71,-0.0,0.5,4.0,0.0,0.0,0.0,0.0364,8.9525,1,0.786,0.0,1.1186,0.1017,0,1,8,7,0.0,0.0,96.49,0.0714,0.0895,2.7,0.0,0.4974,0.0,0.0091
